#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC,UnionRewindInclude
1602,White Ferrari,Frank Ocean,85,109,,,Blonde,8/20/2016,4:08,50,10,77,0,20,0,30,-16,C Major,4,3/14/2025,2LMkwUfqC6S6s6qDVlEuzV,Boys Don't Cry,8B,QZ5C81600014,1
1603,overseas,Ken Carson,64,151,rage rap,Hip Hop,overseas,4/12/2024,2:21,48,78,0,0,14,0,10,-3,F#/G♭ Minor,4,3/14/2025,7ovB5FvDwq1g7AG9ICYaNY,Opium/Interscope Records,11A,USUM72403587,1
1604,Umbrella - Live,"Scott Bradlee's Postmodern Jukebox,Casey Abrams",16,119,"swing music, electro swing, ","Easy listening, Jazz",The New Classics (Recorded Live!),11/17/2017,3:00,47,78,40,0,78,30,60,-9,G Minor,4,3/14/2025,3OfIYFJHe7eIIbVK32kDHf,mudhutdigital.com,6A,GBDMT1700408,1
1605,run for the hills,Tate McRae,80,130,,,THINK LATER,12/8/2023,2:23,54,86,50,0,32,0,10,-3,G#/A♭ Major,4,3/14/2025,51hyZpbJlIgZIaX3TtMxmu,RCA Records Label,4B,USRC12302981,1
1606,"Girl, so confusing featuring lorde","Charli xcx,Lorde",65,125,"hyperpop, art pop, ",Pop,"Girl, so confusing featuring lorde",6/21/2024,3:25,69,82,17,1,46,0,10,-7,B Minor,4,3/14/2025,2YFhqZvhTpyK13gKXMKV7R,Atlantic Records,10A,USAT22405487,1
1607,Standing On The Shore,Empire Of The Sun,57,128,,,Walking On A Dream (10th Anniversary Edition),10/3/2008,4:24,59,88,1,1,27,0,30,-5,B Minor,4,3/14/2025,5g7Qylrck8rh2lUgEWPQVS,EMI Recorded Music Australia Pty Ltd,10A,AUEI10800038,1
1608,Allston,Los Elk,24,104,,,Studio Sessions: Boston,4/2/2017,2:40,78,50,2,0,93,0,20,-10,A#/B♭ Minor,4,3/14/2025,4qj2Gl9fIi3G66EXR48Mqn,Los Elk,3A,TCACZ1745359,1
1609,Tree Of Life,Nefesh Mountain,21,131,"bluegrass, newgrass",Country,Songs For The Sparrows,6/11/2021,2:49,51,14,97,0,44,0,0,-13,G Major,3,3/14/2025,7tAAha1kFovHVmXQOBbQEx,Eden Sky Records,9B,QZ28A2100073,1
1610,"I, The Creator",Monuments,38,112,"djent, progressive metal, metalcore, metal",Metal,The Amanuensis,7/8/2014,3:53,45,96,0,0,29,0,30,-7,D#/E♭ Major,4,3/14/2025,1QMda5rnAhJmwnjv5pxE7n,Century Media,5B,US4E41413201,1
1611,Colors Flying High,Lyn,52,124,japanese vgm,Electronic,Persona 5 Royal: Original Soundtrack,2/22/2022,4:01,71,88,1,0,75,0,50,-6,E Minor,4,3/14/2025,7fK9w5ebymfjG8hk18UOUY,株式会社アトラス,9A,JPK652100301,1
1612,Get Out My Way,"Tedashii,Lecrae",50,128,"christian hip hop, christian, chinese hip hop, gospel r&b, christian pop, pop worship","Hip Hop, Pop, R&B",Never Fold,3/8/2019,3:28,72,75,2,0,24,10,10,-6,G#/A♭ Major,4,3/14/2025,51DaW6U334rZ19HB0oduYe,Reach Records,4B,QMTND1101657,1
1613,Northern Attitude,Noah Kahan,77,121,,,Stick Season,10/14/2022,4:27,52,63,12,0,32,0,10,-8,D#/E♭ Major,4,3/14/2025,4O2rRsoSPb5aN7N3tG6Y3v,Mercury Records/Republic Records,5B,USUM72217167,1
1614,"Good Morning, Good Day","Zachary Levi,Nicholas Barasch,Michael McGrath,Jane Krakowski,Gavin Creel",24,131,musicals,Classical,She Loves Me (2016 Broadway Cast Recording),6/10/2016,3:07,64,39,78,0,79,10,10,-9,B Major,4,3/14/2025,6sJrooys9qvVVn1boqSxil,Ghostlight Records,1B,USSK31642364,1
1615,Jump,"Tyla,Gunna,Skillibeng",66,100,"afrobeats, melodic rap, dancehall","R&B, Traditional music, Hip Hop",Jump,3/20/2024,2:27,79,72,3,0,63,0,20,-3,A#/B♭ Minor,4,3/14/2025,0ve0CavjqrUqVmZ605RhTV,FAX Records/Epic,3A,USSM12308661,1
1616,Stephanie Says,The Velvet Underground,31,112,"proto-punk, art rock",Rock,Peel Slowly And See 1965-1969,9/26/1995,2:49,57,34,83,0,63,0,10,-13,C Major,4,3/14/2025,6VePrX0E5o1TIrm6Dj4QQ3,Polydor,8B,USPR38505197,1
1617,Take You There,H.E.R.,56,78,r&b,R&B,I Used To Know Her,8/30/2019,4:03,41,30,89,0,26,0,0,-12,C♯/D♭ Minor,4,3/14/2025,0jq34bzlBreNWsnp8rvlvK,MBK Entertainment/RCA Records,12A,USRC11803574,1
1618,Back to Friends,Lauren Spencer Smith,61,117,,,Back to Friends,7/15/2021,3:35,75,32,82,0,22,0,10,-10,D Major,4,3/14/2025,2Obwg8XE4sWXLpJSDlxn1r,Lauren Spencer-Smith,10B,TCAFR2120933,1
1619,SANCTUARY,Neoni,39,180,,,ALL MY FAVORITE MONSTERS,10/28/2022,2:54,60,75,0,0,41,20,10,-5,B Minor,4,3/14/2025,6r2L5IUpfrWZdAcnndMfzR,NEONI,10A,QZMEN2265162,1
1620,ATTITUDE (FEAT. CHARLIE WILSON & CASH COBAIN),"Don Toliver,Charlie Wilson,Cash Cobain",64,155,"sexy drill, jersey club",Pop,HARDSTONE PSYCHO,6/14/2024,2:41,64,68,2,0,47,0,10,-6,D Major,4,3/14/2025,724YXkrlOINBst64isK3KP,Cactus Jack / Atlantic,10B,USAT22402817,1
1621,BEST INTEREST,"Tyler, The Creator",79,98,,,BEST INTEREST,1/25/2020,2:07,60,57,9,0,34,0,30,-8,B Minor,3,3/14/2025,3jHdKaLCkuNEkWcLVmQPCX,Columbia,10A,USQX92000078,1
1622,Strife,Trivium,57,142,"metal, metalcore, heavy metal",Metal,Vengeance Falls (Special Edition),10/8/2013,4:29,46,99,0,0,31,10,30,-2,C♯/D♭ Minor,4,3/14/2025,15zUfY9L1p7bN9JsgaTAP0,Roadrunner Records,12A,NLA321392802,1
1623,Need Me,J.I the Prince of N.Y,64,95,,,"Hood Life Krisis, Vol. 1",10/11/2019,2:31,81,57,15,0,74,10,0,-5,C♯/D♭ Major,4,3/14/2025,6ezKE7zgRyfUsqRfGDJEMz,Gstarr Entertainment,3B,QZHN31903261,1
1624,Megan's Piano,Megan Thee Stallion,64,132,,,Something for Thee Hotties,10/29/2021,1:53,95,62,1,0,38,10,30,-8,B Major,4,3/14/2025,4HyVMzg0sUQsdOxRvSO8Ka,300 Entertainment,1B,QMCE32100928,1
1625,I LUV IT (feat. Playboi Carti),"Camila Cabello,Playboi Carti",66,76,"pop, rage rap","Pop, Hip Hop",I LUV IT (feat. Playboi Carti),3/27/2024,2:54,62,79,1,0,20,0,20,-6,F Major,4,3/14/2025,2H2ytI7ompfNmRkI2sq8Uk,Geffen/Interscope Records,7B,USUG12401760,1
1626,Soul Read,"QKReign,Oddwin",42,131,"jersey club, nerdcore, meme rap","Pop, Hip Hop",Soul Read,7/19/2024,4:26,64,78,0,0,78,10,30,-10,A#/B♭ Major,4,3/14/2025,15RXmReyMbxcVkriJkZqJp,N/A,6B,QZTAT2419232,1
1627,Mary On A Cross - slowed + reverb,Ghost,58,116,"metal, hard rock","Rock, Metal",Mary On A Cross (slowed + reverb),8/26/2022,4:34,47,84,0,20,26,0,0,-6,F#/G♭ Minor,4,3/14/2025,6xWbpC8KpcItoGd8ZOKJlU,Loma Vista Recordings,11A,USC4R2223930,1
1628,FWM (Sped Up),alan vuong,53,98,,,FWM,6/9/2023,1:48,51,40,71,68,4,0,10,-12,G Minor,4,3/14/2025,0VGYYc2lAWoHipCLPV9xKq,1141 SOUND,6A,QZVEM2329075,1
1629,The Smallest Man Who Ever Lived,Taylor Swift,72,142,,,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,4/19/2024,4:05,43,41,52,0,26,0,30,-9,A#/B♭ Major,1,3/14/2025,1xtw1krCR6Dw2KwkXw5z63,Taylor Swift,6B,USUG12401041,1
1630,Cherry-coloured Funk,Cocteau Twins,68,90,"shoegaze, dream pop, post-punk","Pop, Rock",Heaven or Las Vegas,9/17/1990,3:12,49,65,0,0,34,0,10,-6,D Major,4,3/14/2025,37pKTyMwalomKCZjxTc2QZ,4AD,10B,GBAFL9000062,1
1631,Soja,Black Sherif,58,95,"asakaa, hiplife, afrobeats, afrobeat, afropop, afropiano, afroswing","Traditional music, R&B, Pop",The Villain I Never Was,10/5/2022,3:01,78,51,61,0,45,10,0,-8,C Minor,4,3/14/2025,0rkpKiWmsAs2VApWKJQRuY,Blacko Management / EMPIRE,5A,USUYG1444864,1
1632,Apple,Charli xcx,82,126,"hyperpop, art pop",Pop,BRAT,6/7/2024,2:31,80,96,13,2,96,0,10,-5,C Major,4,3/14/2025,19RybK6XDbAVpcdxSbZL1o,Atlantic Records,8B,USAT22401350,1
1633,Scrawny,Wallows,64,138,indie,Rock,Nothing Happens,3/22/2019,2:46,64,82,0,6,80,0,10,-5,F#/G♭ Minor,4,3/14/2025,1pNUmVxDiE8t6P1XxcZAv8,Atlantic Records,11A,USAT21812259,1
1634,Tek It,Cafuné,80,147,,,Running,7/20/2021,3:11,42,91,0,0,60,0,20,-5,G#/A♭ Major,4,3/14/2025,751srcHf5tUqcEa9pRCQwP,Elektra (NEK),4B,QM24S1926168,1
1635,"Don't Think Twice, It's All Right",Bob Dylan,26,110,"folk rock, folk, singer-songwriter, roots rock, country rock","Rock, Folk/Acoustic",Bob Dylan's Greatest Hits Volume II,1971-00-00,3:37,57,27,90,0,46,0,20,-15,E Major,4,3/14/2025,5C9yRRVDq5ay3SP6jcBoXY,Columbia,12B,USSM16200322,1
1636,die (sped up),"lucidbeatz,Key Kelly",62,149,,,die,3/3/2023,1:30,36,76,1,80,50,0,0,-10,E Major,4,3/14/2025,56YnSY2VyWLJPijfrzK6Gc,Next Chapter Music,12B,QZTLA2338243,1
1637,Over,Playboi Carti,70,130,rage rap,Hip Hop,Whole Lotta Red,12/25/2020,2:46,62,95,4,0,34,0,0,-4,G Minor,4,3/14/2025,08dz3ygXyFur6bL7Au8u8J,AWGE/Interscope Records,6A,USUM72024700,1
1638,Just the Way You Are,Bruno Mars,87,109,,,Doo-Wops & Hooligans,5/11/2010,3:40,64,84,1,0,42,0,0,-5,F Major,4,3/14/2025,7BqBn9nzAq8spo5e7cZ0dJ,Atlantic Records,7B,USAT21001269,1
1639,Transform (feat. Charlotte Day Wilson),"Daniel Caesar,Charlotte Day Wilson",71,69,,,Freudian,8/25/2017,4:40,50,29,51,0,35,0,20,-11,F Major,4,3/14/2025,1jQfgl9WRle7D8a3GXLwaD,Golden Child Recordings,7B,CADDS1700026,1
1640,Shootouts In Soho (feat. A$AP Rocky & Stove God Cooks),"Westside Gunn,A$AP Rocky,Stove God Cooks",52,82,"boom bap, alternative hip hop, jazz rap, rap",Hip Hop,10,10/28/2022,3:29,61,69,66,0,44,20,10,-7,A Minor,4,3/14/2025,5jcbcNw3MnXSEhYqXM3pcC,Griselda Records / EMPIRE,8A,USUYG1450578,1
1641,Feel No Ways,Drake,74,194,"rap, hip hop",Hip Hop,Views,5/6/2016,4:00,58,68,3,0,21,10,10,-7,G Major,4,3/14/2025,3cjF2OFRmip8spwZYQRKxP,Cash Money Records/Young Money Ent./Universal Rec.,9B,USCM51600067,1
1642,ONE SECOND (feat. Yung Lean),"Bladee,Yung Lean",49,156,"cloud rap, hyperpop","Hip Hop, Pop",Cold Visions,4/24/2024,1:51,35,64,3,2,53,0,40,-7,F Major,4,3/14/2025,2TGwmgjl7qszphP6hfe6Df,Trash Island,7B,QM6MZ2475252,1
1643,The Code,Nemo,65,160,,,The Code,2/29/2024,3:00,54,77,22,0,49,10,0,-4,F Minor,4,3/14/2025,1EjIXKhNHI00ZLMRpS8iz8,Better Now Records,4A,DEUM72401182,1
1644,So Hot You're Hurting My Feelings,Caroline Polachek,64,112,art pop,Pop,Pang,10/18/2019,3:03,80,58,8,0,85,0,10,-5,F#/G♭ Major,4,3/14/2025,5B6Kjha6RRIMWGN7zGsAaT,Perpetual Novice,2B,USSM11902945,1
1645,"FELONY (feat. Talhah Yunus, Calm & Faris Shafi)","Umair,Talhah Yunus,Calm,Faris Shafi",50,143,"desi hip hop, hindi hip hop, desi, indian indie, hindi indie, punjabi hip hop","Hip Hop, Rock",ROCKSTAR WITHOUT A GUITAR,4/25/2024,3:54,81,63,34,0,45,20,10,-7,C♯/D♭ Major,4,3/14/2025,6ObdA7xmpxSmDCJ7zDmMH7,Sony Music Entertainment,3B,AEA182400050,1
1646,Hell Is Forever,"Alex Brightman,Erika Henningsen,Andrew Underberg,Sam Haft",64,138,"musicals, ",Classical,Hazbin Hotel (Original Soundtrack),2/2/2024,2:20,70,80,21,0,94,0,50,-5,C Major,4,3/14/2025,6Ux7hThoEVu7V0YmmZqunV,A24 Music,8B,QMB622401802,1
1647,Better in the Dark,"Jordana,TV Girl",76,90,,,Summer's Over,10/13/2021,2:35,68,64,28,0,70,0,60,-7,A Major,4,3/14/2025,3SeDS5sSoWnwAZvVgkdKzf,Summer's Over,11B,QM5BK1900509,1
1648,I Resolve,Jane Krakowski,24,128,,,She Loves Me (2016 Broadway Cast Recording),6/10/2016,2:16,62,52,69,0,63,30,0,-8,A#/B♭ Major,4,3/14/2025,2Vg3j7DKT6Vk2vtXRodQ72,Ghostlight Records,6B,USSK31642375,1
1649,leavemealone,"Fred again..,Baby Keem",68,174,"stutter house, house, ",Electronic,leavemealone,12/8/2023,3:42,68,88,0,3,11,0,50,-5,C Major,4,3/14/2025,1MVqeIAwhD4T44AKVkIfic,Atlantic Records UK,8B,GBAHS2301465,1
1650,Free Treasure,Adrianne Lenker,46,76,,,Free Treasure,3/18/2024,3:35,50,20,92,0,38,0,10,-10,C♯/D♭ Major,4,3/14/2025,6CtdnPhSHyoRfOexN7oRyc,4AD,3B,GBAFL2300316,1
1651,Whiskey for the Wine,Lil Man J,54,81,,,Whiskey for the Wine (Versions),9/13/2024,3:32,58,78,5,0,60,0,30,-6,G Major,4,3/14/2025,2c3guijAQ6tAoGiKh97sLj,Blac Noize!,9B,QZTLA2418935,1
1652,Taking What's Not Yours,TV Girl,78,100,,,Who Really Cares,2/25/2016,3:25,71,91,65,0,70,10,0,-6,C♯/D♭ Major,4,3/14/2025,53mChDyESfwn9Dz8poHRf6,TV Girl,3B,USCGH1682127,1
1653,Poolside,Summer Salt,17,115,,,Deja Vu,4/26/2024,2:54,67,60,14,0,69,0,30,-6,D Major,4,3/14/2025,3XuDxpRPMTk4kb61ULfLI3,2024 Summer Salt,10B,QM4TX2439527,1
1654,Midnight Special,Psychic Mirrors,28,89,post-disco,R&B,Charlene,9/1/2013,5:13,61,65,6,6,74,0,20,-9,A Minor,4,3/14/2025,32ER7DXplsDnlf4rMzVhEc,Cosmic Chronic Records,8A,QMPKX1515745,1
1655,Freestyle 4,Kanye West,54,126,rap,Hip Hop,The Life Of Pablo,6/10/2016,2:03,56,54,4,0,46,10,0,-8,A Minor,4,3/14/2025,6wfzokDylbrJzrJcpnBkcy,Rock The World/IDJ/Kanye LP7,8A,USUM71603077,1
1656,Motorcycle Drive By,Zach Bryan,77,124,"country, red dirt",Country,Summertime Blues,7/15/2022,2:41,66,68,4,0,53,0,60,-5,D#/E♭ Major,4,3/14/2025,2HbpYFQbairMoU2YFyOP2x,Warner Records,5B,USWB12202704,1
1657,Never Let Go (Of Me),Baltra,54,122,lo-fi house,Electronic,Never Let Go (Of Me),8/25/2017,6:54,75,72,70,70,9,0,10,-10,D Major,4,3/14/2025,2IxPD80hhWrq9mwYYW8ge7,96 and Forever,10B,USA2B1702822,1
1658,Risk,Gracie Abrams,69,113,,,The Secret of Us,6/21/2024,3:11,72,50,51,0,56,0,10,-6,D#/E♭ Minor,4,3/14/2025,0gZGUAO42F1HmzZWHNPGAu,"Gracie Abrams, under exclusive license to Interscope Records",2A,USUG12401764,1
1659,The Heart from Your Hate,Trivium,61,113,"metal, metalcore, heavy metal",Metal,The Sin and the Sentence,10/20/2017,4:03,58,93,1,0,56,0,30,-5,A#/B♭ Minor,4,3/14/2025,5yDJpu0xh0d1w13gXaE3lS,Roadrunner Records,3A,NLA321700256,1
1660,KEHLANI,Jordan Adetunji,77,160,sexy drill,,KEHLANI,6/24/2024,2:02,65,63,16,0,35,0,0,-4,A#/B♭ Minor,4,3/14/2025,2hrycoFU1mZw6YPvMcn8yC,300 Entertainment,3A,USAT22405690,1
1661,Tender Love,Force M.D.'s,60,143,"quiet storm, new jack swing",R&B,Chillin',1/1/1985,3:54,34,34,77,0,9,0,10,-7,G#/A♭ Major,4,3/14/2025,6D527hFJzl1vWSzosEbyQk,"Tommy Boy Music, LLC",4B,USTB10300127,1
1662,President (feat. Ken Carson),"Southside,Destroy Lonely,Ken Carson",60,144,rage rap,Hip Hop,President (feat. Ken Carson),4/26/2024,3:07,59,51,2,0,39,10,10,-7,C Major,4,3/14/2025,3wHQwZC88fNttgEGinZ34Z,Epic,8B,USSM12402344,1
1663,This is Me,Shoshana Bean,17,167,,,This is Me,2/27/2018,4:05,37,28,69,0,29,0,0,-8,D Major,4,3/14/2025,3FJ1XDH5iALhn6uunziFJH,Shotime Records,10B,QM24S1803601,1
1664,Omg,Candelita,44,198,,,Omg,6/28/2024,2:27,62,88,5,0,52,0,10,-4,C♯/D♭ Minor,4,3/14/2025,5VchpTayKqmvXym6IbX0BX,Candelita Music,12A,QZNJX2484926,1
1665,Heather On The Hill,Nathan Evans,61,111,sea shanties,Metal,1994,11/8/2024,2:19,63,81,2,0,36,0,10,-6,F Major,4,3/14/2025,6OIpYhGXSbj1vHfShd3L66,Better Now Records,7B,DEUM72313255,1
1666,Photograph,Nickelback,65,146,"post-grunge, rock","Metal, Rock",All the Right Reasons,9/26/2005,4:18,52,88,0,0,39,0,10,-4,G#/A♭ Major,4,3/14/2025,3hb2ScEVkGchcAQqrPLP0R,Roadrunner Records,4B,NLA320581256,1
1667,Emergency Contact,Pierce The Veil,63,113,"emo, screamo, post-hardcore","Rock, Metal",The Jaws Of Life,2/10/2023,4:00,54,83,0,0,37,0,70,-4,D#/E♭ Major,4,3/14/2025,4amltxLIfFmtYEvZbdgDqO,Fearless Records,5B,US5262224923,1
1668,awake,Taku Iwasaki,52,180,anime,Pop,JOJO'S BIZARRE ADVENTURE -O.S.T.] Battle Tendency [leicht verwendbar],4/26/2013,3:21,31,92,0,1,55,0,20,-5,F#/G♭ Major,4,3/14/2025,1qqbzYjbflz9oo0nwqrKSz,ワーナー ブラザース ジャパン,2B,JPQ461300027,1
1669,Verdansk,Dave,65,117,"grime, uk drill, drill","Hip Hop, Electronic, Pop",We're All Alone In This Together,7/22/2021,3:02,96,50,28,0,54,30,10,-9,D Major,4,3/14/2025,7IPKXYU2rTMnrLW5IZ7ZI5,Neighbourhood,10B,GBUM72104336,1
1670,don't wanna break up again,Ariana Grande,71,129,pop,Pop,eternal sunshine,3/8/2024,2:54,51,73,40,0,57,20,10,-5,A Minor,5,3/14/2025,0o3ua5ufFK7nfRzbDUNoGA,Republic Records,8A,USUM72317273,1
1671,Never Lose Me (feat. SZA & Cardi B),"Flo Milli,SZA,Cardi B",69,122,"r&b, ",R&B,"Fine Ho, Stay",3/15/2024,2:45,81,54,4,0,27,0,10,-8,C♯/D♭ Major,4,3/14/2025,0i1bokCJ95evU1gb5HcXFy,'94 Sounds/RCA Records,3B,USRC12400579,1
1672,Last Goodbye,Jeff Buckley,65,87,,,Grace,1994-00-00,4:35,54,83,3,0,52,0,20,-5,D Major,4,3/14/2025,0y5CnV2idm2KkQEudDjfDT,Columbia/Legacy,10B,USSM19400913,1
1673,i am not who i was,Chance Peña,77,130,,,"Ever-Shifting, Continual Blossoming",9/13/2024,2:25,70,22,70,0,20,0,0,-14,C Major,4,3/14/2025,70eyG7pqKozUvKPKXLXmpI,Chance Peña,8B,QZTPX2322912,1
1674,Beautiful Now,"Zedd,Jon Bellion",68,128,"edm, ",Electronic,True Colors,5/15/2015,3:38,63,83,1,0,56,0,0,-4,B Minor,4,3/14/2025,2ISSQPb9LHHiV6ng2NXosL,Interscope,10A,USUM71505090,1
1675,CARNIVAL,"¥$,Kanye West,Ty Dolla $ign",78,148,"rap, ",Hip Hop,VULTURES 1,2/9/2024,4:24,60,82,20,0,30,10,30,-6,C♯/D♭ Major,4,3/14/2025,2McT2fkH0VDqPsbiB9HWPq,YZY,3B,QZ7XS2400012,1
1676,DOLLAZ ON MY HEAD (feat. Young Thug),"Gunna,Young Thug",71,145,"melodic rap, rap, trap",Hip Hop,WUNNA,5/22/2020,3:17,83,46,11,0,16,0,10,-7,C Major,4,3/14/2025,3nS9a01VvXHQriLqJYwRqG,300 Entertainment,8B,QMCE32000228,1
1677,On My Body,"Tyla,Becky G",53,114,"afrobeats, reggaeton, latin","R&B, Latin",TYLA,3/22/2024,2:37,78,86,44,0,75,0,20,-3,F Minor,4,3/14/2025,5uxzcaOKTqgUf6E9KXftKz,FAX Records/Epic,4A,USSM12308663,1
1678,Strawberry Woman,Jason Isbell and the 400 Unit,44,87,"alt country, americana",Country,Weathervanes,6/9/2023,4:10,51,43,49,2,39,0,10,-11,D Major,1,3/14/2025,4ABeiTbfMPzISpIeehvxRg,Southeastern Records,10B,QMHBS2300003,1
1679,Oak Island,Zach Bryan,63,170,"country, red dirt",Country,The Great American Bar Scene,7/4/2024,3:59,35,63,10,1,39,0,10,-6,A#/B♭ Minor,4,3/14/2025,3XbIhTYl6a0uXPyO43eiXa,Warner Records,3A,USWB12402695,1
1680,Needs,Tinashe,55,99,alternative r&b,R&B,BB/ANG3L,9/8/2023,2:26,78,42,3,0,10,10,10,-9,F#/G♭ Minor,4,3/14/2025,6sg284TefDkBpFh0317Agp,"Tinashe Music Inc., under exclusive license to Nice Life Recording Company",11A,USLD91749343,1
1681,Braveone - Live,One Time Weekend,1,91,,,One Time Weekend's Masquerade Of Madness Live 12.02.23,1/5/2023,12:04,44,92,0,6,32,0,50,-6,G Minor,4,3/14/2025,28g1IFrnHkyiDqUA78p1Tl,Have You Heard?,6A,QZFYX2445952,1
1682,Honey Badger,Rhyw,14,145,"uk funky, breakbeat",Electronic,Honey Badger,8/31/2022,6:53,73,84,0,92,19,0,10,-9,G#/A♭ Minor,3,3/14/2025,6cZDdw8yLZ66zhFRhIIDSV,Voam,1A,GBQLP2200511,1
1683,"Here, There And Everywhere - Remastered 2009",The Beatles,68,165,"classic rock, psychedelic rock",Rock,Revolver (Remastered),8/5/1966,2:24,29,25,92,1,36,0,0,-12,G Major,4,3/14/2025,2B4Y9u4ERAFiMo13XPJyGP,EMI Catalogue,9B,GBAYE0601497,1
1684,"Sex, Drugs, Etc.",Beach Weather,82,144,,,Pineapple Sunrise,3/3/2023,3:16,57,84,1,1,47,0,50,-5,E Minor,4,3/14/2025,7MlDNspYwfqnHxORufupwq,8123 / Arista Records,9A,TCACS1642138,1
1685,Did Me Wrong,A Boogie Wit da Hoodie,22,91,melodic rap,Hip Hop,Did Me Wrong,9/15/2023,2:57,52,66,15,0,50,20,10,-5,C♯/D♭ Major,4,3/14/2025,261w9WOrywc3kYiPlEacEI,Atlantic/Highbridge The Label,3B,USAT22309723,1
1686,MOJABI GHOST,"Tainy,Bad Bunny",80,122,"reggaeton, trap latino, latin, urbano latino",Latin,DATA,6/29/2023,3:52,78,79,1,0,53,0,10,-3,A Major,4,3/14/2025,46YjJXVXWHlQ21odKktg5e,"NEON16, LLC",11B,USA2P2331985,1
1687,Breakeven,The Script,64,94,,,The Script,9/8/2008,4:21,63,70,17,0,54,0,0,-5,A#/B♭ Major,4,3/14/2025,38xWaVFKaxZlMFvzNff2aW,Phonogenic,6B,GBARL0800147,1
1688,Save Your Tears,The Weeknd,84,118,,,After Hours,3/20/2020,3:35,68,83,2,0,64,0,50,-5,C Major,4,3/14/2025,5QO79kh1waicV47BqGRL3g,Republic Records,8B,USUG12000658,1
1689,Not Fair,"Niklas Dee,Old Jim,Enny-Mae",52,145,"slap house, techno, ","Electronic, Hip Hop",Not Fair,6/30/2023,2:43,73,98,3,0,52,0,20,-5,F Major,4,3/14/2025,0QlOkt8nkZ8zqu8xb2SHU8,Astralwerks,7B,DEN062300306,1
1690,All My Life (feat. J. Cole),"Lil Durk,J. Cole",69,143,"drill, rap",Hip Hop,All My Life (feat. J. Cole),5/12/2023,3:43,79,57,4,0,73,20,10,-6,D#/E♭ Major,4,3/14/2025,6HgWWaMu31KdOpEG5l28BG,Alamo,5B,USQX92302957,1
1691,MILLION DOLLAR BABY,Tommy Richman,87,138,,,MILLION DOLLAR BABY,4/26/2024,2:35,85,70,10,0,92,0,0,-6,C♯/D♭ Minor,4,3/14/2025,5AJ9hqTS2wcFQCELCFRO7A,PULSE Records,12A,QM24S2402528,1
1692,Softly,Clairo,67,94,bedroom pop,Pop,Immunity,8/2/2019,3:05,76,44,33,1,78,0,10,-11,C Minor,4,3/14/2025,4PvbbMYL4fkToni5BLaYRb,FADER Label,5A,US4HB1900087,1
1693,"Miami 2017 (Seen the Lights Go Out on Broadway) - Live at Madison Square Garden, New York, NY - June 1980",Billy Joel,31,165,soft rock,Rock,Songs In the Attic,9/14/1981,5:04,31,80,27,0,18,0,90,-8,D Major,4,3/14/2025,0FFyHXmFKwzqHXXsrXWhfW,Columbia/Legacy,10B,USSM18000363,1
1694,Across the Universe,Fiona Apple,59,130,"art pop, chamber pop",Pop,Pleasantville -Music From The Motion Picture,10/13/1998,5:07,58,48,43,0,55,0,10,-11,E Major,4,3/14/2025,6ZQgooEk8PvsLxedYaT6Oa,Clean Slate/Work/Sony Music Soundtrax,12B,USSM19803669,1
1695,I'm Fine,Daisy the Great,31,130,,,I'm Fine,8/16/2019,2:48,90,79,31,0,81,0,0,-6,G#/A♭ Major,4,3/14/2025,0TLJrCAP49QSGvNCkFzs2Y,687398 Records DK2,4B,QZFZ41974175,1
1696,Breathe,Yeat,73,118,rage rap,Hip Hop,2093,2/16/2024,2:50,76,55,3,92,11,0,10,-13,B Major,4,3/14/2025,5NAOhPAZ57eFAXr3qatS6i,Field Trip Recordings/Capitol Records,1B,USUM72401623,1
1697,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd,JENNIE,Lily-Rose Depp",91,85,"k-pop, ",Pop,The Idol Episode 4 (Music from the HBO Original Series),6/23/2023,4:04,26,64,4,0,19,0,10,-6,G#/A♭ Major,4,3/14/2025,7CyPwkp0oE8Ro9Dd5CUDjW,XO / Republic Records,4B,USUG12303881,1
1698,One For The Road,Arctic Monkeys,68,180,"indie, garage rock",Rock,AM,9/9/2013,3:26,42,67,21,6,84,0,20,-7,C Major,4,3/14/2025,6wNUBZNWFxdUGof6vkaykE,Domino Recording Co,8B,GBCEL1300364,1
1699,Symphony in Blue - 2018 Remaster,Kate Bush,27,112,"art pop, baroque pop, art rock","Pop, Rock",Lionheart (2018 Remaster),11/12/1978,3:36,55,25,53,1,38,0,10,-15,C Major,4,3/14/2025,4WLjM9C6nr8lKnV67KIhcK,Fish People,8B,GBAYE1800829,1
1700,All Roads Lead to Buzzard,Via Luna,36,157,"math rock, midwest emo, post-rock",Rock,Wilt,4/28/2017,3:00,35,71,1,86,45,0,0,-7,D#/E♭ Minor,4,3/14/2025,1KwenJvml978aobFkGa82A,Self-Released,2A,TCADA1733316,1
1701,Atención,Ivan Cornejo,76,121,"sad sierreño, corridos tumbados, corrido, música mexicana, sierreño",Latin,MIRADA,7/19/2024,4:13,71,70,40,0,54,0,10,-7,C♯/D♭ Minor,4,3/14/2025,51sN3VDJBVmKJVgp0trc7M,Interscope Records,12A,USA2P2440034,1
